"date","freq","btc","usd_rate","usd"
2012-05-09,39475,2098914.8,5.0437,10586296.57676
2012-05-10,30884,1189607.5,4.85,5769596.375
2012-05-11,38125,2191762.5,4.96,10871142
2012-05-12,39065,2943683.5,4.9462,14560047.3277
2012-05-13,38250,1739614.9,4.93,8576301.457
2012-05-14,58569,1581792,5.0059,7918292.5728
2012-05-15,50417,4612434.5,5.035,23223607.7075
2012-05-16,35072,3347281.5,5.0887,17033311.36905
2012-05-17,43251,3067321.2,5.0998,15642724.65576
2012-05-18,62146,1563050.5,5.118,7999692.459
2012-05-19,71889,1275500.1,5.0995,6504412.75995
2012-05-20,64575,2202271.2,5.09,11209560.408
2012-05-21,66507,4833203,5.0998,24648368.6594
2012-05-22,53835,3074205.8,5.0988,15674760.53304
2012-05-23,55498,1609273.6,5.1397,8271183.52192
2012-05-24,61857,996649.9,5.119,5101850.8381
2012-05-25,55271,3644199,5.1455,18751225.9545
2012-05-26,54296,3741802,5.1032,19095163.9664
2012-05-27,61552,2265981.2,5.139,11644877.3868
2012-05-28,61385,2617974.5,5.1358,13445393.4371
2012-05-29,67621,2726164.8,5.15,14039748.72
2012-05-30,53696,3353675,5.135,17221121.125
2012-05-31,45749,4085246.2,5.1801,21161983.84062
2012-06-01,61007,2566234.8,5.2748,13536375.32304
2012-06-02,29641,1917811.4,5.249,10066592.0386
2012-06-03,84788,1974781.4,5.2051,10278934.66514
2012-06-04,90604,5375892,5.266,28309447.272
2012-06-05,83689,3761021.2,5.44,20459955.328
2012-06-06,45892,2225461,5.46,12151017.06
2012-06-07,71810,6408577,5.591,35830354.007
2012-06-08,48917,4016624,5.633,22625642.992
2012-06-09,77839,1090550.6,5.56,6063461.336
2012-06-10,88380,3977728.2,5.4683,21751411.11606
2012-06-11,66595,2654664.5,5.5747,14798958.18815
2012-06-12,59945,2572687,5.7,14664315.9
2012-06-13,122853,2411036.5,5.929,14295035.4085
2012-06-14,140887,4869271.5,5.9541,28992129.43815
2012-06-15,116784,3808452.8,6.5,24754943.2
2012-06-16,90474,3421170.5,6.4,21895491.2
2012-06-17,103184,1913171.4,6.1638,11792405.87532
2012-06-18,79206,2208396.8,6.31,13934983.808
2012-06-19,87408,2187360.2,6.4988,14215216.46776
2012-06-20,76077,1465244.1,6.67,9773178.147
2012-06-21,60969,927993.06,6.6801,6199086.440106
2012-06-22,54113,2722591.8,6.5478,17826986.58804
2012-06-23,50269,2988642.2,6.4285,19212486.3827
2012-06-24,52062,1758908.8,6.35,11169070.88
2012-06-25,70008,1882998.5,6.3048,11871928.9428
2012-06-26,71063,1515884,6.4195,9731217.338
2012-06-27,68388,2466765.5,6.647,16396590.2785
2012-06-28,57367,3415656.5,6.6059,22563485.27335
2012-06-29,50599,2240395.2,6.65,14898628.08
2012-06-30,52445,1224002.4,6.69,8188576.056
2012-07-01,40287,1357694,6.629,9000153.526
2012-07-02,59074,1204191.6,6.76,8140335.216
2012-07-03,47840,1850000.6,6.4499,11932318.86994
2012-07-04,54212,1896245,6.5101,12344744.5745
2012-07-05,54192,2076857.6,6.67,13852640.192
2012-07-06,57098,2576654,6.6481,17129853.4574
2012-07-07,50735,2778735.8,6.7621,18790089.35318
2012-07-08,50481,1027750.7,6.799,6987677.0093
2012-07-09,57904,2209011.2,7.0215,15510572.1408
2012-07-10,84253,2016430.1,7.1999,14518095.07699
2012-07-11,60273,1077161.5,7.15,7701704.725
2012-07-12,50722,1607082.2,7.7644,12478029.03368
2012-07-13,65155,2819230.8,7.6651,21609686.00508
2012-07-14,44161,1952761.5,7.5421,14727922.50915
2012-07-15,64361,1484239.5,7.621,11311389.2295
2012-07-16,73604,2723205,8.4996,23146153.218
2012-07-17,71002,1932712.8,8.8,17007872.64
2012-07-18,75961,1546979.8,9.1098,14092676.58204
2012-07-19,75579,1108859.5,8.87,9835583.765
2012-07-20,80028,1983087.8,8.52,16895908.056
2012-07-21,77474,2241009.2,8.8455,19822846.8786
2012-07-22,75407,1724438.5,8.4096,14501838.0096
2012-07-23,69259,2182428.5,8.4457,18432136.38245
2012-07-24,65477,1595482.5,8.6,13721149.5
2012-07-25,60858,1057014.6,8.8,9301728.48
2012-07-26,68987,2736979.5,8.9,24359117.55
2012-07-27,62457,1900913.2,8.9,16918127.48
2012-07-28,73663,1553666.2,8.8881,13809140.55222
2012-07-29,77782,1030018,8.7103,8971765.7854
2012-07-30,76107,1180085,9.098,10736413.33
2012-07-31,84140,3038280.2,9.35,28407919.87
2012-08-01,68130,2209042,9.5503,21097013.8126
2012-08-02,68206,1689107.1,10.53,17786297.763
2012-08-03,61174,1258535.1,10.97,13806130.047
2012-08-04,67852,1596503.1,10.984,17535990.0504
2012-08-05,70618,2014043.4,10.87,21892651.758
2012-08-06,78739,2185662.5,10.8552,23725803.57
2012-08-07,63515,1860874.9,11.1,20655711.39
2012-08-08,86128,1683859.8,11.0553,18615575.24694
2012-08-09,65019,1164168.4,11.0611,12876983.08924
2012-08-10,63072,1949354.6,11.3864,22196131.21744
2012-08-11,74309,1484599.6,11.5102,17088038.31592
2012-08-12,84036,1592394.1,11.624,18509989.0184
2012-08-13,112693,1921719.1,12.0375,23132693.66625
2012-08-14,88250,1537110,12.19,18737370.9
2012-08-15,113640,1651699.8,13.25,21885022.35
2012-08-16,89596,2298048.8,13.5,31023658.8
2012-08-17,90371,2952180.5,11.5836,34196878.0398
2012-08-18,74381,1889283.2,11.61,21934577.952
2012-08-19,79610,7907567,8,63260536
2012-08-20,80577,8642749,10.1,87291764.9
2012-08-21,94212,5433138,9.915,53869563.27
2012-08-22,73389,7870804,9.8068,77187400.6672
2012-08-23,70619,9109106,10.1,92001970.6
2012-08-24,72496,9243353,10.6,97979541.8
2012-08-25,68339,3903184.2,10.5239,41076720.20238
2012-08-26,67234,3439455,10.61,36492617.55
2012-08-27,69663,7533560,10.95,82492482
2012-08-28,70919,8531862,10.94,93338570.28
2012-08-29,73044,13525350,10.9169,147654893.415
2012-08-30,75277,10525929,10.777,113437936.833
2012-08-31,89270,10390132,10.16,105563741.12
2012-09-01,80132,7707071,9.9654,76804045.3434
2012-09-02,84418,5039861.5,10.2041,51427250.73215
2012-09-03,82860,4488738,10.53,47266411.14
2012-09-04,84448,7848988,10.3847,81509385.6836
2012-09-05,92401,8351397,10.9997,91862861.5809
2012-09-06,88187,25431608,11.181,284350809.048
2012-09-07,73909,15516550,11,170682050
2012-09-08,69144,5913269.5,11.037,65264755.4715
2012-09-09,73481,3273765,11.02,36076890.3
2012-09-10,71421,24612138,11.17,274917581.46
2012-09-11,87873,15370013,11.3308,174154543.3004
2012-09-12,62453,14306552,11.3649,162592532.8248
2012-09-13,75119,21870912,11.399,249306525.888
2012-09-14,82483,15471958,11.67,180557749.86
2012-09-15,63534,8151623.5,11.75,95781576.125
2012-09-16,64463,13963742,11.87,165749617.54
2012-09-17,63315,13088449,11.89,155621658.61
2012-09-18,72642,16539695,12.25,202611263.75
2012-09-19,74509,29955308,12.5725,376613109.83
2012-09-20,72511,12516288,12.2825,153731307.36
2012-09-21,70154,27733098,12.368,343002956.064
2012-09-22,52267,13786087,12.2378,168711375.4886
2012-09-23,73820,6750968.5,12.1933,82316584.21105
2012-09-24,62281,7279510.5,12.1,88082077.05
2012-09-25,67401,1785857.1,12.197,21782099.0487
2012-09-26,72254,1601658.5,12.27,19652349.795
2012-09-27,69499,1479078.6,12.3089,18205830.57954
2012-09-28,82781,2364978,12.391,29304442.398
2012-09-29,56446,1586080.5,12.3631,19608871.82955
2012-09-30,56130,1261329.4,12.4,15640484.56
2012-10-01,77409,1792988.4,12.4,22233056.16
2012-10-02,76223,1873725.1,12.84,24058630.284
2012-10-03,65071,1234490.8,12.89,15912586.412
2012-10-04,79647,1587113.5,12.85,20394408.475
2012-10-05,82604,2348644.5,12.688,29799601.416
2012-10-06,77577,1866114.6,12.505,23335763.073
2012-10-07,92557,2058838,11.8,24294288.4
2012-10-08,99290,1546322.4,11.7781,18212739.85944
2012-10-09,84615,1220448.4,11.895,14517233.718
2012-10-10,79903,839512.5,12.12,10174891.5
2012-10-11,66443,1678550.6,12.03,20192963.718
2012-10-12,80961,2710207.5,12,32522490
2012-10-13,81202,2417229.5,11.861,28670759.0995
2012-10-14,74138,1223505,11.7389,14362602.8445
2012-10-15,77231,1191397.8,11.8381,14103886.29618
2012-10-16,89359,2566924.5,11.8499,30417798.63255
2012-10-17,84810,3852959.2,11.81,45503448.152
2012-10-18,72593,3292673.2,11.9398,39313859.47336
2012-10-19,71397,2841601,11.7401,33360679.9001
2012-10-20,89417,2491017,11.7399,29244290.4783
2012-10-21,87009,2060407.1,11.6311,23964801.02081
2012-10-22,107078,2446009.2,11.7101,28643012.33292
2012-10-23,79847,2480794,11.65,28901250.1
2012-10-24,82851,1834499.5,11.65,21371919.175
2012-10-25,61471,1212175.1,10.8616,13166161.06616
2012-10-26,57167,1308426.6,10.1706,13307483.57796
2012-10-27,44945,1499605.4,10.2605,15386701.2067
2012-10-28,49428,990308.75,10.7,10596303.625
2012-10-29,64921,1195383.4,10.6,12671064.04
2012-10-30,73802,4300727.5,10.8875,46824170.65625
2012-10-31,61724,3681285.8,11.201,41234082.2458
2012-11-01,66545,2338719.2,10.57,24720261.944
2012-11-02,67528,792023.7,10.4688,8291537.71056
2012-11-03,61062,2169351.8,10.6425,23087326.5315
2012-11-04,67612,2698110.8,10.8001,29139866.45108
2012-11-05,74730,1979458.5,10.748,21275219.958
2012-11-06,85392,2140735.8,10.899,23331879.4842
2012-11-07,80711,1497936.8,10.92,16357469.856
2012-11-08,79509,1221067.8,10.925,13340165.715
2012-11-09,66166,696855.5,10.815,7536492.2325
2012-11-10,64656,403446.75,10.89,4393535.1075
2012-11-11,59174,469628.2,10.8687,5104248.01734
2012-11-12,57737,496965.3,11.008,5470594.0224
2012-11-13,71396,1102456.4,10.9512,12073220.52768
2012-11-14,75978,2047800.6,10.95,22423416.57
2012-11-15,84469,2299618.2,11.1977,25750434.71814
2012-11-16,92943,3880237.2,11.7489,45588518.83908
2012-11-17,117834,2154840,11.7889,25403193.276
2012-11-18,80418,2004424.4,11.6515,23354550.8966
2012-11-19,88424,1629485.5,11.7999,19227765.95145
2012-11-20,93044,1304484.9,11.7328,15305260.43472
2012-11-21,89534,756329.75,11.77,8902001.1575
2012-11-22,72521,1701218.6,12.4219,21132367.32734
2012-11-23,79679,1011674.75,12.345,12489124.78875
2012-11-24,76795,1063469.8,12.4115,13199255.4227
2012-11-25,90622,988561.9,12.4821,12339328.49199
2012-11-26,82198,1090236.1,12.2455,13350486.16255
2012-11-27,70297,1850305.4,12.2,22573725.88
2012-11-28,95255,1589844.8,12.3477,19630926.63696
2012-11-29,81666,1049075.4,12.45,13060988.73
2012-11-30,86991,710465.5,12.565,8926999.0075
2012-12-01,59355,608163.06,12.562,7639744.35972
2012-12-02,55796,1535184.2,12.5,19189802.5
2012-12-03,58600,1797283.2,12.679,22787753.6928
2012-12-04,75947,2428881.2,13.41,32571296.892
2012-12-05,79837,3113953.8,13.38,41664701.844
2012-12-06,84211,3203823,13.299,42607642.077
2012-12-07,75142,1277003.5,13.4999,17239419.54965
2012-12-08,75038,1126105.4,13.4201,15112447.07854
2012-12-09,92015,1499491.1,13.388,20075186.8468
2012-12-10,87144,1161885.8,13.4334,15608076.70572
2012-12-11,93630,2065444,13.557,28001224.308
2012-12-12,81216,3375628.8,13.6989,46242401.36832
2012-12-13,96311,4115866.5,13.7001,56387782.63665
2012-12-14,84030,2511555,13.6,34157148
2012-12-15,74551,1372167.8,13.4901,18510680.83878
2012-12-16,91513,2079594.1,13.3,27658601.53
2012-12-17,102233,2135179.8,13.2501,28291345.86798
2012-12-18,127430,1770997.9,13.299,23552501.0721
2012-12-19,89276,1084038.9,13.599,14741845.0011
2012-12-20,87261,1281314.1,13.5246,17329260.67686
2012-12-21,97794,1464054.5,13.5,19764735.75
2012-12-22,111931,1246853.8,13.3714,16672180.90132
2012-12-23,86241,821082.8,13.312,10930254.2336
2012-12-24,75700,993789.56,13.38,13296904.3128
2012-12-25,79801,553707.4,13.35,7391993.79
2012-12-26,89629,751436.6,13.4679,10120272.98514
2012-12-27,108113,973406.94,13.4217,13064775.926598
2012-12-28,107758,1058353.4,13.4212,14204372.65208
2012-12-29,91196,887452.1,13.4,11891858.14
2012-12-30,101358,866088.8,13.45,11648894.36
2012-12-31,69820,1368064.8,13.51,18482555.448
2013-01-01,86365,1899683.9,13.3041,25273584.57399
2013-01-02,99882,1725851.8,13.28,22919311.904
2013-01-03,98844,2175512.8,13.3979,29147302.94312
2013-01-04,101232,2381668.2,13.5,32152520.7
2013-01-05,94436,1363301.8,13.44,18322776.192
2013-01-06,85663,1194169.8,13.454,16066360.4892
2013-01-07,7738,117318.48,13.5876,1594076.578848
