CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
35,0.60714286,0.75,0.0,0.0,0.25,0.875,0.0,0.14285714,17.0
36,0.86111111,0.87301587,0.0,0.0,0.77777778,1.0,0.0,0.625,31.0
37,0.75,0.73943662,0.0,0.0,0.55555556,1.0,0.0,0.5,27.0
38,0.83333333,0.75,0.16666667,0.0,0.0,1.0,0.00010018,0.66666667,2.5
39,0.68888889,0.70108696,0.0,0.0,0.4,1.0,0.0,0.44444444,31.0
40,0.63888889,0.63888889,0.0,0.0,0.33333333,1.0,0.0,0.375,23.0
41,0.71428571,0.70909091,0.0,0.0,0.28571429,1.0,0.0,0.33333333,15.0
42,0.71428571,0.75862069,0.0,0.0,0.25,1.0,0.0,0.28571429,20.0
43,1.0,1.0,0.42857143,0.25,0.0,1.0,0.00045081,1.0,0.66666667
44,0.80952381,0.79411765,0.0,0.0,0.28571429,1.0,0.0,0.66666667,17.0
45,0.49450549,0.43772242,0.0,0.0,0.57142857,1.0,0.0,0.23076923,45.0
46,0.76190476,0.71186441,0.0,0.0,0.14285714,1.0,0.0,0.66666667,16.0
47,0.71428571,0.73584906,0.26829268,0.0,0.0,0.85714286,0.00031504,0.33333333,1.36363636
48,0.55555556,0.69827586,0.16666667,0.0,0.5,1.0,0.0002006,0.22222222,2.5
49,0.63888889,0.64705882,0.0,0.0,0.33333333,1.0,0.0,0.5,23.0
50,0.50833333,0.58974359,0.0,0.0,0.625,1.0,0.0,0.26666667,61.0
51,0.61111111,0.74193548,0.0,0.0,0.33333333,1.0,0.0,0.375,22.0
52,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
53,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.5,8.0
54,0.46666667,0.57320099,0.0,0.0,0.5,1.0,0.0,0.2,56.0
55,0.48717949,0.61809045,0.0,0.0,0.61538462,1.0,0.0,0.25,38.0
56,0.9,0.875,0.0,0.0,0.0,1.0,0.0,0.75,9.0
57,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.6,12.0
58,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
59,0.475,0.54545455,0.07317073,0.0,0.5625,1.0,0.00011297,0.26666667,6.33333333
60,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
61,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
62,0.63636364,0.73239437,0.02777778,0.0,0.72727273,1.0,3.648e-05,0.2,17.5
63,0.6,0.65957447,0.0,0.0,0.5,1.0,0.0,0.33333333,27.0
64,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
65,0.67857143,0.75949367,0.05,0.0,0.25,1.0,5.013e-05,0.28571429,9.5
66,0.63636364,0.68835616,0.0,0.0,0.58333333,1.0,0.0,0.36363636,42.0
67,0.27272727,0.0,0.47058824,0.25,0.16666667,0.0,0.00053515,0.09090909,0.5625
68,0.54545455,0.6,0.0,0.0,0.45454545,1.0,0.0,0.2,30.0
69,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
70,0.71111111,0.73404255,0.0,0.0,0.5,1.0,0.0,0.44444444,32.0
71,0.53333333,0.6097561,0.23809524,0.2,0.3,0.9,0.0003009,0.11111111,1.6
72,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
73,0.23076923,0.22222222,0.37931034,0.07692308,0.15384615,0.61538462,0.00033968,0.08333333,0.81818182
74,0.22857143,0.27108434,0.10280374,0.0,0.19047619,0.76190476,0.00010531,0.05,4.36363636
75,0.62121212,0.58671587,0.11827957,0.08333333,0.5,1.0,0.00018396,0.36363636,3.72727273
76,0.46666667,0.56300268,0.0,0.0,0.6875,1.0,0.0,0.33333333,56.0
77,0.60606061,0.67588933,0.01234568,0.0,0.75,1.0,1.672e-05,0.27272727,40.0
78,0.35238095,0.38333333,0.25252525,0.06666667,0.4,0.93333333,0.00033467,0.14285714,1.48
79,0.39215686,0.44357977,0.0625,0.0,0.33333333,1.0,8.93e-05,0.11764706,7.5
80,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
81,0.6,0.67164179,0.01492537,0.0,0.45454545,1.0,1.824e-05,0.2,33.0
82,0.95238095,0.94736842,0.0,0.0,0.71428571,1.0,0.0,0.83333333,20.0
83,0.85714286,0.84615385,0.0,0.0,0.57142857,1.0,0.0,0.66666667,18.0
84,0.73333333,0.6,0.04347826,0.0,0.0,1.0,3.341e-05,0.6,11.0
85,0.86666667,0.86666667,0.0,0.0,0.0,1.0,0.0,0.6,13.0
86,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
87,0.57777778,0.70454545,0.30666667,0.2,0.6,0.9,0.00046138,0.11111111,1.13043478
88,0.44444444,0.58082707,0.0,0.0,0.61111111,1.0,0.0,0.23529412,68.0
89,0.83333333,0.75,0.0,0.0,0.0,1.0,0.0,0.66666667,5.0
90,0.76190476,0.75,0.03030303,0.0,0.14285714,1.0,2.864e-05,0.5,16.0
91,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
92,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
93,0.66666667,0.71428571,0.0,0.0,0.7,1.0,0.0,0.22222222,30.0
94,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
95,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
96,0.9,0.875,0.0,0.0,0.0,1.0,0.0,0.75,9.0
97,0.53571429,0.55555556,0.45454545,0.375,0.25,1.0,0.00062663,0.28571429,0.6
98,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
99,0.58333333,0.60674157,0.19230769,0.0,0.33333333,1.0,0.00022285,0.25,2.1
100,0.75,0.68478261,0.0,0.0,0.5,1.0,0.0,0.57142857,21.0
101,0.57142857,0.53846154,0.46666667,0.28571429,0.28571429,1.0,0.00060144,0.33333333,0.57142857
102,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.5,8.0
103,0.40522876,0.50823529,0.04615385,0.0,0.55555556,1.0,6.697e-05,0.23529412,10.33333333
104,0.80555556,0.82634731,0.0,0.0,0.66666667,1.0,0.0,0.5,29.0
105,0.46969697,0.66233766,0.28735632,0.08333333,0.25,1.0,0.00041809,0.27272727,1.24
106,0.6969697,0.76363636,0.0,0.0,0.75,1.0,0.0,0.45454545,46.0
107,0.83333333,0.75,0.0,0.0,0.0,1.0,0.0,0.66666667,5.0
108,0.66666667,0.58333333,0.0,0.0,0.44444444,1.0,0.0,0.5,24.0
109,0.67857143,0.63157895,0.2962963,0.125,0.125,1.0,0.00040104,0.42857143,1.1875
110,0.71428571,0.86666667,0.02439024,0.0,0.5,0.875,2.507e-05,0.14285714,20.0
111,0.75555556,0.75,0.0,0.0,0.8,1.0,0.0,0.55555556,34.0
112,0.75,0.76595745,0.0,0.0,0.375,1.0,0.0,0.42857143,21.0
113,0.4379085,0.55307263,0.0,0.0,0.5,1.0,0.0,0.23529412,67.0
114,0.71428571,0.69767442,0.0,0.0,0.375,1.0,0.0,0.42857143,20.0
115,0.71428571,0.67058824,0.0,0.0,0.25,1.0,0.0,0.42857143,20.0
116,0.57142857,0.61764706,0.04,0.0,0.0,1.0,2.864e-05,0.33333333,12.0
117,0.51648352,0.62616822,0.0,0.0,0.5,1.0,0.0,0.23076923,47.0
118,0.89285714,0.89552239,0.0,0.0,0.75,1.0,0.0,0.71428571,25.0
119,0.76190476,0.77419355,0.0,0.0,0.28571429,1.0,0.0,0.5,16.0
120,0.3201581,0.46323529,0.10989011,0.08695652,0.43478261,1.0,0.00017489,0.09090909,4.05
121,0.70909091,0.73828125,0.0,0.0,0.63636364,1.0,0.0,0.5,39.0
122,0.71428571,0.69767442,0.0,0.0,0.25,1.0,0.0,0.57142857,20.0
123,0.7,0.64285714,0.0,0.0,0.0,1.0,0.0,0.5,7.0
124,0.55555556,0.70588235,0.0,0.0,0.3,0.9,0.0,0.11111111,25.0
125,0.66666667,0.64285714,0.0,0.0,0.0,1.0,0.0,0.4,10.0
126,0.54545455,0.60829493,0.18181818,0.0,0.5,1.0,0.00026758,0.27272727,2.25
127,0.475,0.55980861,0.0,0.0,0.5625,1.0,0.0,0.26666667,57.0
128,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
129,0.44444444,0.56,0.0,0.0,0.2,1.0,0.0,0.22222222,20.0
130,0.8,0.84615385,0.41463415,0.33333333,0.0,1.0,0.00056792,0.4,0.70588235
131,0.6,0.54545455,0.36842105,0.0,0.0,0.8,0.00028056,0.25,0.85714286
132,0.47619048,0.54123711,0.18032787,0.06666667,0.33333333,1.0,0.00029451,0.28571429,2.27272727
133,0.5,0.58787879,0.0,0.0,0.4375,1.0,0.0,0.2,60.0
134,0.51111111,0.55670103,0.0,0.0,0.1,1.0,0.0,0.22222222,23.0
135,0.40659341,0.51336898,0.0,0.0,0.42857143,1.0,0.0,0.15384615,37.0
136,0.55555556,0.73684211,0.27536232,0.1,0.4,1.0,0.00038114,0.33333333,1.31578947
137,0.51648352,0.55397727,0.0,0.0,0.35714286,1.0,0.0,0.30769231,47.0
138,0.73333333,0.88235294,0.04347826,0.0,0.0,0.83333333,3.341e-05,0.2,11.0
139,0.58333333,0.65934066,0.0,0.0,0.22222222,0.88888889,0.0,0.125,21.0
140,0.41176471,0.55263158,0.14503817,0.05882353,0.47058824,1.0,0.00022452,0.125,2.94736842
141,0.32163743,0.45510836,0.19117647,0.05263158,0.42105263,1.0,0.000275,0.11111111,2.11538462
142,0.63636364,0.67431193,0.0,0.0,0.54545455,1.0,0.0,0.4,35.0
143,0.9,0.875,0.41935484,0.2,0.0,1.0,0.00052104,0.75,0.69230769
144,0.4,0.0,0.11111111,0.0,0.0,0.0,4.008e-05,0.25,4.0
145,0.54945055,0.575,0.0,0.0,0.57142857,1.0,0.0,0.30769231,50.0
146,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
147,0.33333333,0.39053254,0.0952381,0.0,0.47368421,1.0,0.00012693,0.16666667,4.75
148,0.66666667,0.62068966,0.0,0.0,0.44444444,1.0,0.0,0.375,24.0
149,0.73333333,0.75,0.37142857,0.16666667,0.0,1.0,0.00043429,0.6,0.84615385
150,0.67272727,0.72244898,0.0,0.0,0.54545455,1.0,0.0,0.3,37.0
151,0.43333333,0.50958904,0.21804511,0.0625,0.5,0.9375,0.00036403,0.06666667,1.79310345
152,0.5047619,0.62234043,0.00934579,0.0,0.66666667,0.93333333,1.339e-05,0.07142857,53.0
153,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
154,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
155,0.48571429,0.39759036,0.08928571,0.06666667,0.66666667,1.0,0.00013387,0.14285714,5.1
156,0.5,0.27906977,0.28205128,0.0,0.125,0.75,0.00027572,0.14285714,1.27272727
157,0.36666667,0.48387097,0.05376344,0.0,0.4375,1.0,6.276e-05,0.13333333,8.8
158,0.51111111,0.58252427,0.08,0.1,0.4,0.9,8.024e-05,0.11111111,5.75
159,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
160,0.9047619,0.90697674,0.0,0.0,0.57142857,1.0,0.0,0.66666667,19.0
161,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
162,0.57142857,0.70588235,0.29411765,0.14285714,0.0,0.85714286,0.0002864,0.16666667,1.2
163,0.67857143,0.67105263,0.28301887,0.125,0.375,1.0,0.00037598,0.42857143,1.26666667
164,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
165,0.4,0.0,0.2,0.0,0.0,0.0,8.016e-05,0.25,2.0
166,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
167,0.6,0.648,0.1147541,0.0,0.6,1.0,0.00014042,0.33333333,3.85714286
168,0.82142857,0.82300885,0.0,0.0,0.625,1.0,0.0,0.57142857,23.0
169,0.33333333,0.44247788,0.13559322,0.05555556,0.38888889,0.88888889,0.0001786,0.11764706,3.1875
170,0.34285714,0.38028169,0.28,0.06666667,0.26666667,0.93333333,0.00037483,0.07142857,1.28571429
171,0.59090909,0.6446281,0.01265823,0.0,0.58333333,1.0,1.672e-05,0.36363636,39.0
172,0.6,0.6,0.47826087,0.4,0.0,0.8,0.00044088,0.25,0.54545455
173,0.28853755,0.45180723,0.07006369,0.0,0.47826087,1.0,9.619e-05,0.09090909,6.63636364
174,0.54545455,0.70945946,0.22077922,0.09090909,0.54545455,1.0,0.00031008,0.2,1.76470588
175,0.66666667,0.65384615,0.11764706,0.0,0.7,1.0,0.00016048,0.44444444,3.75
176,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.6,12.0
177,0.61818182,0.69587629,0.0,0.0,0.45454545,1.0,0.0,0.4,34.0
178,0.38461538,0.58333333,0.15662651,0.0,0.42857143,0.92857143,0.00018642,0.07692308,2.69230769
179,0.64444444,0.69677419,0.0,0.0,0.6,1.0,0.0,0.33333333,29.0
180,0.42222222,0.66666667,0.17391304,0.1,0.1,1.0,0.00016048,0.22222222,2.375
181,0.68888889,0.69230769,0.0,0.0,0.5,1.0,0.0,0.55555556,31.0
182,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
183,0.66666667,0.72413793,0.0,0.0,0.55555556,1.0,0.0,0.375,24.0
184,0.6,0.54545455,0.1,0.0,0.0,1.0,6.681e-05,0.4,4.5
185,0.67857143,0.73170732,0.11627907,0.0,0.5,1.0,0.00012533,0.28571429,3.8
186,0.61111111,0.73529412,0.22807018,0.11111111,0.55555556,0.88888889,0.0002897,0.125,1.69230769
187,0.61818182,0.59405941,0.12820513,0.0,0.45454545,1.0,0.0001824,0.3,3.4
188,0.52777778,0.58333333,0.0,0.0,0.22222222,1.0,0.0,0.25,19.0
189,0.61904762,0.55263158,0.0,0.0,0.0,1.0,0.0,0.33333333,13.0
190,0.53333333,0.52427184,0.26153846,0.1,0.4,0.9,0.00034102,0.33333333,1.41176471
191,0.61904762,0.65853659,0.36585366,0.28571429,0.0,0.85714286,0.0004296,0.16666667,0.86666667
192,0.43382353,0.53164557,0.09923664,0.0,0.58823529,1.0,0.00015362,0.25,4.53846154
193,0.53333333,0.6728972,0.02040816,0.0,0.3,0.9,2.006e-05,0.11111111,24.0
194,0.42690058,0.53506098,0.0,0.0,0.47368421,1.0,0.0,0.16666667,73.0
195,0.61111111,0.71134021,0.04347826,0.0,0.33333333,1.0,4.457e-05,0.25,11.0
196,0.80952381,0.76119403,0.0,0.0,0.14285714,1.0,0.0,0.66666667,17.0
197,0.85714286,0.82894737,0.0,0.0,0.28571429,1.0,0.0,0.66666667,18.0
198,0.66666667,0.76595745,0.06666667,0.0,0.14285714,1.0,5.728e-05,0.33333333,7.0
199,0.50909091,0.68888889,0.125,0.0,0.27272727,1.0,0.00014592,0.3,3.5
200,0.27205882,0.38181818,0.2745098,0.23529412,0.17647059,0.76470588,0.00033087,0.0625,1.32142857
201,0.63636364,0.69444444,0.0,0.0,0.36363636,1.0,0.0,0.4,35.0
202,0.7,0.64285714,0.0,0.0,0.0,1.0,0.0,0.5,7.0
203,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
204,0.61538462,0.68219178,0.07692308,0.0,0.46153846,1.0,0.00012352,0.25,6.0
205,0.53846154,0.57925072,0.0,0.0,0.5,1.0,0.0,0.23076923,49.0
206,0.86666667,0.86666667,0.40909091,0.16666667,0.0,1.0,0.00060132,0.6,0.72222222
207,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
208,0.39285714,0.33333333,0.21428571,0.0,0.0,0.625,0.00015039,0.14285714,1.83333333
209,0.8,0.66666667,0.25,0.16666667,0.0,1.0,0.00026725,0.8,1.5
210,0.57142857,0.6,0.31428571,0.14285714,0.14285714,1.0,0.00031504,0.33333333,1.09090909
211,0.66666667,0.57692308,0.0,0.0,0.0,1.0,0.0,0.4,10.0
212,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
213,0.5,0.0,0.45454545,0.0,0.0,0.0,0.00025045,0.33333333,0.6
214,0.11740891,0.20937188,0.03333333,0.0,0.12820513,0.84615385,3.104e-05,0.02631579,14.5
215,0.13043478,0.14661654,0.3271028,0.04166667,0.08333333,0.70833333,0.00029337,0.04347826,1.02857143
216,0.42307692,0.56603774,0.05714286,0.0,0.46153846,0.92307692,6.176e-05,0.08333333,8.25
217,0.82142857,0.83478261,0.0,0.0,0.625,1.0,0.0,0.57142857,23.0
218,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
219,0.9,0.875,0.28,0.0,0.0,1.0,0.00028056,0.75,1.28571429
220,0.24242424,0.36314572,0.0,0.0,0.39393939,1.0,0.0,0.09375,128.0
221,0.82142857,0.83478261,0.0,0.0,0.625,1.0,0.0,0.57142857,23.0
222,0.26666667,0.45027125,0.17525773,0.0,0.44,1.0,0.00027364,0.08333333,2.35294118
223,0.80555556,0.8313253,0.03333333,0.0,0.88888889,1.0,4.457e-05,0.375,14.5
224,0.62820513,0.70786517,0.0,0.0,0.76923077,1.0,0.0,0.33333333,49.0
225,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
226,0.78571429,0.76470588,0.0,0.0,0.75,1.0,0.0,0.57142857,22.0
227,0.24761905,0.42650602,0.18110236,0.19047619,0.28571429,0.76190476,0.00022019,0.05,2.26086957
228,0.86666667,0.81818182,0.13333333,0.0,0.0,1.0,0.00013363,0.8,3.25
229,0.85714286,0.85365854,0.04,0.0,0.625,1.0,5.013e-05,0.71428571,12.0
230,0.64285714,0.67605634,0.0,0.0,0.125,1.0,0.0,0.28571429,18.0
231,0.85714286,0.82894737,0.05263158,0.0,0.28571429,1.0,5.728e-05,0.66666667,9.0
232,0.46666667,0.5331565,0.0,0.0,0.33333333,1.0,0.0,0.21428571,49.0
233,0.6025641,0.66857143,0.05050505,0.0,0.46153846,1.0,7.72e-05,0.33333333,9.4
234,0.57142857,0.64390244,0.0,0.0,0.5,1.0,0.0,0.30769231,52.0
235,0.69444444,0.72,0.0,0.0,0.55555556,1.0,0.0,0.375,25.0
236,0.76190476,0.76190476,0.0,0.0,0.42857143,1.0,0.0,0.5,16.0
237,1.0,1.0,0.02325581,0.0,1.0,1.0,2.864e-05,1.0,21.0
238,0.55128205,0.67259786,0.0,0.0,0.53846154,1.0,0.0,0.33333333,43.0
239,0.36842105,0.49263158,0.0,0.0,0.47368421,1.0,0.0,0.11111111,63.0
240,0.55555556,0.6,0.04761905,0.0,0.33333333,1.0,4.457e-05,0.25,10.0
241,0.27920228,0.43402778,0.0,0.0,0.51851852,1.0,0.0,0.15384615,98.0
242,0.83333333,0.84745763,0.0,0.0,0.66666667,1.0,0.0,0.625,30.0
243,0.41758242,0.41489362,0.35042735,0.14285714,0.42857143,0.85714286,0.00058795,0.23076923,0.92682927
244,0.76190476,0.92307692,0.0,0.0,0.14285714,0.85714286,0.0,0.16666667,16.0
245,0.85714286,0.85714286,0.18181818,0.0,0.42857143,1.0,0.00022912,0.66666667,2.25
246,0.36666667,0.49769585,0.07228916,0.0,0.47619048,1.0,0.00011488,0.15,6.41666667
247,0.33201581,0.40441989,0.0,0.0,0.26086957,1.0,0.0,0.18181818,84.0
248,0.64444444,0.71153846,0.0,0.0,0.5,1.0,0.0,0.33333333,29.0
249,0.41025641,0.46808511,0.0,0.0,0.23076923,1.0,0.0,0.25,32.0
250,0.57777778,0.64615385,0.0,0.0,0.4,1.0,0.0,0.22222222,26.0
251,0.27248677,0.41529526,0.0,0.0,0.39285714,1.0,0.0,0.11111111,103.0
252,0.46666667,0.54205607,0.0,0.0,0.53333333,1.0,0.0,0.21428571,49.0
253,0.85714286,0.85714286,0.0,0.0,0.42857143,1.0,0.0,0.66666667,18.0
254,0.80952381,0.81428571,0.0,0.0,0.42857143,1.0,0.0,0.5,17.0
255,0.5,0.58299595,0.30973451,0.15384615,0.46153846,1.0,0.00054041,0.16666667,1.11428571
256,0.32034632,0.44278607,0.17318436,0.13636364,0.45454545,1.0,0.00028335,0.0952381,2.38709677
257,0.47619048,0.42857143,0.16666667,0.0,0.0,0.85714286,0.00011456,0.16666667,2.5
258,0.75,0.74193548,0.0,0.0,0.375,1.0,0.0,0.57142857,21.0
259,0.36315789,0.46073298,0.22033898,0.15,0.35,0.95,0.00039196,0.05263158,1.76923077
260,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
261,0.86666667,0.86666667,0.21212121,0.0,0.0,1.0,0.00023385,0.6,1.85714286
262,0.85714286,0.85365854,0.11111111,0.0,0.625,1.0,0.00015039,0.71428571,4.0
263,0.65151515,0.65753425,0.0,0.0,0.58333333,1.0,0.0,0.45454545,43.0
264,0.34545455,0.45833333,0.45714286,0.45454545,0.18181818,0.81818182,0.00058369,0.1,0.59375
265,0.30666667,0.35732984,0.0,0.0,0.56,1.0,0.0,0.125,92.0
266,0.37894737,0.46223565,0.0,0.0,0.35,1.0,0.0,0.15789474,72.0
267,0.19767442,0.31506849,0.0,0.0,0.25,0.97727273,0.0,0.06976744,187.0
268,0.42857143,0.47368421,0.45454545,0.42857143,0.0,0.71428571,0.0004296,0.16666667,0.6
269,0.35714286,0.49665552,0.06832298,0.0,0.61904762,1.0,0.00010531,0.15,6.81818182
270,0.80952381,0.82608696,0.20930233,0.0,0.28571429,1.0,0.00025776,0.5,1.88888889
271,0.78571429,0.8,0.0,0.0,0.5,1.0,0.0,0.42857143,22.0
272,0.62121212,0.66666667,0.0,0.0,0.58333333,1.0,0.0,0.36363636,41.0
273,0.70909091,0.73228346,0.0,0.0,0.72727273,1.0,0.0,0.5,39.0
274,0.70909091,0.74409449,0.0,0.0,0.72727273,1.0,0.0,0.4,39.0
275,0.60714286,0.69230769,0.20930233,0.0,0.25,1.0,0.00022559,0.28571429,1.88888889
276,0.57142857,0.64705882,0.0,0.0,0.5,1.0,0.0,0.30769231,52.0
277,0.60714286,0.49180328,0.42372881,0.25,0.25,1.0,0.00062663,0.42857143,0.68
278,0.8,0.72972973,0.0,0.0,0.0,1.0,0.0,0.6,12.0
279,0.29166667,0.33050847,0.26315789,0.0625,0.25,1.0,0.00031382,0.13333333,1.4
280,0.52777778,0.56756757,0.33333333,0.11111111,0.22222222,1.0,0.00042341,0.25,1.0
281,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
282,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.5,8.0
283,0.57142857,0.375,0.14285714,0.0,0.0,0.85714286,0.00011456,0.33333333,3.0
284,0.36190476,0.54139073,0.0,0.0,0.61904762,1.0,0.0,0.1,76.0
285,0.85714286,0.83606557,0.07692308,0.0,0.75,1.0,0.00010026,0.71428571,6.0
286,0.83333333,0.75,0.0,0.0,0.0,1.0,0.0,0.66666667,5.0
287,0.68181818,0.70588235,0.0,0.0,0.5,1.0,0.0,0.45454545,45.0
288,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
289,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.5,8.0
290,0.44444444,0.63829787,0.0,0.0,0.11111111,1.0,0.0,0.25,16.0
291,0.16392157,0.2919708,0.0412844,0.01960784,0.33333333,0.98039216,7.139e-05,0.04,11.61111111
292,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
293,0.20430108,0.3671199,0.12037037,0.06451613,0.29032258,0.90322581,0.00016896,0.03333333,3.65384615
294,0.41025641,0.48,0.07246377,0.07692308,0.30769231,0.92307692,7.72e-05,0.08333333,6.4
295,0.35714286,0.42032967,0.0,0.0,0.28571429,1.0,0.0,0.15,75.0
296,0.64285714,0.68571429,0.0,0.0,0.25,1.0,0.0,0.42857143,18.0
297,0.26780627,0.37544274,0.0,0.0,0.37037037,0.96296296,0.0,0.03846154,94.0
298,0.41666667,0.52173913,0.25,0.11111111,0.11111111,0.66666667,0.00022285,0.125,1.5
299,0.25263158,0.31034483,0.37254902,0.1,0.25,0.95,0.00057286,0.10526316,0.84210526
300,0.35714286,0.4673913,0.05660377,0.0,0.61904762,0.95238095,8.616e-05,0.1,8.33333333
301,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0
302,0.7,0.6,0.0,0.0,0.0,1.0,0.0,0.5,7.0
303,0.2091954,0.35016835,0.0,0.0,0.33333333,0.9,0.0,0.03448276,91.0
304,0.60606061,0.68871595,0.0,0.0,0.66666667,1.0,0.0,0.18181818,40.0
305,0.20853659,0.28272251,0.0,0.0,0.24390244,1.0,0.0,0.05,171.0
306,0.27173913,0.45083488,0.0625,0.04166667,0.5,0.95833333,8.382e-05,0.08695652,7.5
