username,latitude,longitude
fb784def256033a039b1cf44d9cb9aef9bcc3b95,34.0,9.0
57b780a91ed0b457999a98fd3bb90c5c847c4494,48.200195,16.392395
2e5f1f6d684d74e16b8d2fc3935ce2e97df14f8d,41.928696,-73.8578
1baec08c3ea113f758ffb0aee405a5bbb0ca84e5,40.128693,-75.0597
b110a4edcd932625aaaaedc55fe670e52d15cabb,25.774307,-80.1937
3725c0b0a8ae3de969af333821799908bb04eeb5,44.800003,-0.6166992
35d41d573f1ee14a49fc5d86365464a3c39d9540,29.741898,-95.5643
5f4a0f1d52a0876d75425bb38f53809c5888bd9c,37.570007,126.98001
9e7306d228e8f5950c79d6e1189782d284833915,38.713898,-9.139404
e2faae5d6a5888b6e490228222798c474ed76c61,47.620605,-122.022705
7ab2df2f0769c9cf18045ffff624f64bf800d6f4,53.487396,-2.2272034
4a701a39b08f9b45fdee797df8ad5cd3953fd0bb,25.666702,-100.3167
bfc955c372c1b1b55e33bf7e29f524dfeb4fdfb6,43.256104,-79.8575
e25b42259b67bb130aef4a25b198b32a57aace2c,25.0,45.0
a44c92dadd69b7763c27ec941eb15f03800d55e6,43.218597,-77.4494
1dbf905d4025a3a3d035e2df7206d754aa3d5221,4.6492004,-74.0628
6b515718b7345a46b9ce5a3432704550caa8944b,31.0,36.0
b8f55cb8f7fdb1dd4e86ce6d99df9649cf7774a2,45.953506,-66.6704
4847b2723225aa193f60ac10b33f11cf5dd7e0fb,17.375305,78.474396
879ff93eba91dabe4510d23e542eaef16586ad6a,47.666702,19.083298
9f697c4b28a8b8aba1c3b7843cc8ea596b682851,51.5,-0.13000488
a52421dd64993e9d8fed17f71433d21da3925cf4,39.911697,32.8403
4afd9a1dce46decdcc0bf600823a7b234ed1cdfc,60.170807,24.9375
a1381e3960960953313c3c3e801c0d7505d34a6b,44.059906,-88.5278
e3732efe363c129325ed4d27e183303e950f3d68,38.992096,-94.6771
46a45d14e6894ae5efda5760a6e06c08bb98ab00,22.716705,75.8333
1042f42d4234cf256392aed68c039d169c9ccea2,38.0,-97.0
bcdfc8d0d92c488d2012841333f084e0be37d1de,28.666702,77.216705
71dfac23181b1ceeabcfa26f6cc0583ea6b5ae55,39.928894,116.388306
bb7cef41a073514f873c56ce028e4a2950a650c6,21.033295,105.850006
75745070455e75266aaf7a83b21bb5ca626505e6,32.461,-84.9877
7164caaab8a0bceda7506087b1d52fed5d665e5e,40.876007,-73.8716
b5399c9837fdfcc80ca16a220f15056d81a7c889,38.895096,-77.0364
8d8a6ad61dfb2c924a84f30bff1b73fb6a8fc949,39.9881,-83.0444
04a427e1df9e45cd8716f2263f42ece2c2004e53,12.983307,77.58331
08143bb327a4e698fea7acc4be4a6a8f70a80d0a,48.86,2.350006
8ec1588f9278233362370ff09789a57295ce6a89,53.347794,-6.2597046
d115f1647e173fca535096ffc9f3da932b4e6ecc,47.3667,8.550003
1e677af47c9962c5d20c1f6695be4831e7cb30d0,12.983307,77.58331
bbc8fdcbc5fc6bd2d7ce3332f8fae12b4a8ff568,37.7957,-122.4209
fc4be2d0df9d6228b7f1abfa51f08cbf2a001fdd,30.5802,-84.1266
d8d473ab17700e63febd4861a9709097cb0c2dc7,43.218597,-77.4494
646e6ae41dbe3ff9bbc0ed4de02dae5ce42acb79,23.5,121.0
3d7e3c807a5021bdcbf35df03d8ecfd313f22654,30.580093,114.27341
a2c44d03fa8a8f2bc6573b4391076332c647d326,12.983307,77.58331
e27f8bac19daa93f9e5d8dd08b68ce621e62f366,30.207596,-97.8587
09a76ef2d8584bdd480236799a74d74e06b74705,22.25,114.16669
940678c48ca3a3e4b0d272f658af837abfa8540c,43.371307,-8.395996
cd93ecb65f1ed6ec76e1c236c13b1f2114d3ad81,33.871902,35.509705
795c1ea64e96c9bc2e3339e28303092af8f7f4d3,37.995193,-84.3689
d3c4a33035cdbf85cb04d95d1554406568082f56,51.5,-0.13000488
6874cbb791efc40795cb7d1ab1d33085e5e2877f,39.350693,-76.5627
a6cd5fc66fee978936b7c694aabe8048d97c82d5,40.1241,-82.3828
0ff3d86662636b57f119143959edddf92c6c3a20,-31.840302,115.89581
d6c486c02691ceef6ec2abe3ecee95f128526de0,-34.603302,-58.3816
8a69d129d0d741d639a32ad7ff91640fbc714d8e,-23.547699,-46.635803
810a5de534df3b96aab937b576086891dcebcb98,51.5,-0.13000488
d476536e4bc36484a9fb0d96e31ad41959323a06,19.429993,-99.13
b7488d67fb5fb2f477df94b2165363d940a0f053,46.455,6.8677063
70f687a2f60638df9cdbeb3e3a594ea32c62ce2c,55.752197,37.6156
fdaa643b79680ddbd9bc280ec13601830330cd62,40.716705,-74.0781
b550192681967afccd3502ba5e659957832d9330,1.2931061,103.855804
95e8e068a9f49312fc0ae2199ea458b711038b04,33.689697,-117.850204
e3dba60da4101b1957e7e8d551716f27af983770,53.709396,-1.8090973
aa7cc33694099ad6d61b823f74abbbdd3f7000e2,35.995407,-78.9019
48f36e9703fefa26a5f007299750eaedb32eeef6,52.850006,-1.8999939
15932f041a15d219f8291799625106486aaa7e95,52.399994,0.26669312
50de67ade2fbf8bfd56648b6cb19c13a145bc26c,33.480392,-82.0941
e32aba55c649d619ac12af20380387b7d3571bce,-23.473297,-46.665802
6718e9fedc37b83a29f081835cc94cdef2b92d30,40.540497,-79.5862
d2b16e6f6c992afe60fa87f61240ead39ddc0351,37.983307,23.733307
893eaded873e3150783f12e74a2454a93d685d67,-23.547699,-46.635803
ed07854fa886d249492de0336e728a889cfbb2c2,32.9234,-97.081
87afbaa4addf782aea632e389000abbd1dae3152,48.162506,-122.4954
a1920d8928c6b4063fc940327bba65a3eabb1d14,-25.350006,-57.65
5dc3e57bbdc9c58730ad47d8ea8c6d5e404575e6,35.696106,51.423096
81043ef45748d252ca8163433bedacb5fbfb52b7,20.0,77.0
58d04a423fdf474f6e0ea77c52a30b183858317a,18.975006,72.825806
3977b90dca0e10d384796600b007b21a90187c69,51.5,-0.13000488
a152ab80d7f3f14336a3f35b75a78f52bd1fdf8d,22.333298,87.33331
6143205ee06dd0a190f5fa9db6231e8c9f91766b,18.975006,72.825806
89d47c0d1b22b516369bb088bc684cc6dbcb7a3e,1.2931061,103.855804
65081da00424dcf2426fd5076036cfb2c296e67c,17.449997,78.5
5a59998dcab92f248156f9b846210dccf163fb71,17.375305,78.474396
2702044af79f9aa3513d0fd29ea168c817630892,33.793396,-118.1212
00295f82b1e3129f5b0409d37e93524cf4b8bd09,33.949905,-83.375
31995fcbaf52afe07770df9ef39b89b98860593e,42.472794,-73.2744
168e56550cd1b18e158391a902e3e935ac03e9cb,3.0832977,101.649994
945cb6a24c3f60506ac172e8d3dd92ecfbf420c6,60.1756,24.934204
719aac96e06feb240598c981ae7195ebbec104e7,49.980804,36.2527
77a573b6401f935321808e1a2cc6793243ff06b1,41.097397,-73.9701
eb525eaeee70b3b6e973a951be3a285e65f4fa3a,47.6062,-122.3321
f2b8112a6955d5bb76f956bd1365d53d70cd3f3c,52.602203,-1.1492004
0121b9b9999428c2bf45f1c8a8c201609ac43580,39.000305,-104.2844
466e1929793d1ef2ad707716c23fc946f298e7f1,40.572998,-120.618195
3a0d79103c7d508a9f2d7731b8fc305c2645128d,37.809097,-122.2702
9ad6ec8c1c0be7114961f52895637345631c3861,18.975006,72.825806
48fa7b53fbbad378a4f69595f9cb44a3614795aa,-23.473297,-46.665802
bca7afba682dc87514bf89419450d50f66819762,37.983307,23.733307
c62f0fa70331fa8c4bd69e65cc43c793dcbb0035,-33.449997,-70.6667
919f0a7dcc1659d9984b831c79d8e42c3b73d819,42.232803,-8.722595
ffa5590169e28e0afdc5388c23ad7b02da88e2e9,40.414795,-3.6952057
04e144e51e9607c2a17bbf1f663983781462ef56,25.558395,-80.4582
b671fdb50e77362ed24bf59f4d83ca29b4cee9a8,17.375305,78.474396
ef30aa0365e2d48a5d755a96506cbf0116799d05,1.2931061,103.855804
aafb1363cb6306d3d981b8dbdc1c7f3cd1a25e84,47.75,7.3332977
d40a6052b9b01fe7ea52ac4c166e76fa63341242,21.033295,105.850006
8805a368322a6bd476335730d78dd3c4ce11299a,32.7153,-117.1573
1e9aa86a2d78c02aef664d2d15d7436090fcf77b,40.694397,-73.9906
b695c561fb437dfb7dfa07fda658759cbd98719d,24.905594,67.0822
0a1325c55ca795dac6096bc4ba0b5d1fb949bea5,49.811905,18.255295
d1005909aa754db1a81cf1856b23fed571ce8d15,20.0,77.0
b17b3c0d44ad480aae892b2b2b6053c6af695a51,35.684998,139.7514
4f97c3edc1cff7e9bf909bc65b7c98c963533f15,13.149994,-59.6
2c5ce196634c62ad3b6cde3e24fee73d3347d0d3,39.737,-105.0203
53176c2be7058d28e2997b32a2e898af91b0c141,42.010605,-87.6686
248f24f9fbf2e8bb77d79144c4e2c2b3aef0ff8f,37.966705,23.716705
719e88d3b24d45c381a6b83d7b1d41f47e10a92b,18.975006,72.825806
f909a7cf8667f15e26c037dcaa22ee1a02bb8f2c,51.0,9.0
b447dddd17237ae603a7c3af7b4f3f16193fd009,51.5,-0.13000488
fd54fc500deb1ad91cd6fd5ae2eb698486b817c1,52.3667,4.899994
0f24435804a449fe7792cf514e244130bccab043,59.329407,18.068604
f290ddbd08f7c437c8a3ff3459cc3fe3fb8ef448,52.354996,-7.703903
d274a5df3e98b9c133710462665a33460391ba5c,52.300003,-1.5332947
72b6deb2647549813453ce0ea5b918d2a7bc0d9b,33.669495,-117.823105
1a7d0f0ac825610100b9de0826b9ba36ba24eda0,57.720993,12.940094
29028be0f1c99f2ed182a8ba67617d5efc944e3b,21.033295,105.850006
b031fb0020d13b63c2954e017b8cc07485556767,32.813995,-96.9489
94a61a6d6ee1a0963a2ef76068fe856e5eb5adeb,38.665695,-90.3231
863887b2c8d745d8079b85a1b0b2a89deff6bfa4,47.6062,-122.3321
671a0173b2547fe821d5ea5e381963da8361821a,29.763306,-95.3633
cb03bcebac739a2d5e4e7789b37f7c264d370829,42.830597,-78.6262
05099159334d6974cd26c6fec723286d6f16bb43,43.6425,-79.3872
7c96e892791ff40881e215b7d3f2f98f552fe224,10.814194,106.6438
23778ab4015f19c67af472400f1973c270f138be,30.899994,75.850006
6b9452a716deb6ae5f2c385982ea465c50c77760,40.393295,-74.7855
59c8e590cafe94787298be44a819cfdfe2e503f6,38.9068,-77.0427
a6df77448ca3bf8678cbb1cd8efa1a13a9f0110a,-33.861496,151.2055
2cb72ae023a28ff1a2bf93755bdaf6227b6dd555,22.25,114.16669
d4fc5c190e0e3517c08c75d42f9d32d7b6b6e53f,42.033493,-70.9429
4624ff24b9efbbd6ea81d7c7b8afabc207728dae,50.449997,30.5233
ec4370b4b999ee5946043756c566b1579da0a27a,52.3667,4.899994
9ec3908e5c21e77401e33d037b22c3083782829c,39.162003,-84.4569
d2588f114bd8f033db626d014c91901974f187c7,-23.473297,-46.665802
e0b9b1c1f5bb2eb8e289eea34dd87914d171a99d,44.316696,23.800003
bdd4c8830d1577281ddc7e8b410e09b9465f6186,40.8006,-73.9653
51f780d5570cf272b1a3be4f1f85b0e3706feeec,40.572495,-79.9579
698e42007c4d3a8a307e705771f150999bb79028,38.567596,-77.328
4814ca4099b75a969bfe081481d2a1f7d8ab3f17,31.5,34.75
07163a369e57233b6261cbd616a2a08a18cf2a86,50.846603,4.3527985
dca87d5b75af1df08d9f9d99b3a05a8da6c1ea86,35.934097,-78.7166
b9a19e75da979fc0f69b2fa161ce06e6c6d95670,52.6333,-1.1333008
99a672c66ad686f73cef732d58c9ff1f4aa4487c,40.0878,-105.3735
b838ef8748469b39cb3ae160fbd21391fe42c8a1,50.833298,4.3332977
cde154b20b29089e38fcab9a290ed127552036ec,12.983307,77.58331
6be39a9f62380008cee82aab4ddf51c9c10ee371,34.8526,-82.394
0cfcb2c0fca86d6470c4b7743c0a4649828a275e,18.975006,72.825806
3034be98cf2f9159afce562814250cd97a0bb93e,41.300003,2.016693
f002d7e895e1b8699f3bdc8ea891a7692ca48f9e,30.499802,-97.8082
bb347bc5e4cbf7550990a67c0c96047c3bcb3539,22.569702,88.36969
ac86991d557f91ca50665da3bd17e12888fdd9a1,33.146393,-97.0902
a225171650b04d620ca92b1566a5ccbc7ffcc5f5,-23.547699,-46.635803
8e0e9ba6f85f8ef693efdb5398ff74c9bfc2d587,-26.214996,28.2547
5957c132ee7d422b9fbdb046d835a8d48f364edd,44.225494,-76.629
5a56cda10395426440456aafb89deb96996aa03c,40.714294,-74.006
7bbbde6dc3f7b7b47c395adaa40b45f4df26149f,38.0,-97.0
15ed9b07b27f4d4739f5efd8c39f9ab22079437f,32.725403,-97.3208
4cba7020d8a2f8cf7a8b9eb08d6538731a71c310,40.419205,-3.7041016
57971cd6270cd64810fe7ea6db0f2ea120855df5,40.825394,-96.6749
40147fa82b5749e8dfa3c6a383e79612a32dac7c,12.983307,77.58331
50907357018780ba58ccb67c450586e31c515081,37.376205,-122.1826
cdf63e9a3ab95f17b3bde982331e58e1f80b4eff,12.933304,79.1333
6b6a0b66ce96ecf5b1ccde75a68b3f5263ac9b54,8.5,4.550003
2a6fe213e4c3372e155ec34f9bd771bdb90b876b,42.375504,-83.0772
0ea90069c3641c878027e1e31b02f12269c30017,38.0,-97.0
a53ea7749cbf89132b4b4343836e7171ced3f94b,33.786606,-118.2987
c5273e68a5b7b30c99e486fed06a5700927af0da,29.482101,-98.4556
19e815eed0914e42b48a2f9a2187ee164feef1d8,38.833603,-76.8777
aaeacb0df71013c881e691703b8677a952343eaa,41.0188,-73.7759
e0eb0025f12be15d04b60541f7665ee839e603f0,4.6492004,-74.0628
154145ac31816f475fd4c7a6c886a1528600d304,32.0,-5.0
baf85ffbb21284ef3f3d0c16fcd83e71d0ddf4ca,20.0,77.0
0067fbbf3bfc0d7fae4a40612e0bce79092110e8,12.983307,77.58331
0eea5bef928619c0dde8b5243b2cbbb2dd26ce52,1.2931061,103.855804
538404c5092534bedecced3d0bcbc0d8c317303c,28.600006,77.20001
cd7916438b9b42cccb56056e2478ccb0fd5d5ed7,35.6528,-97.4781
b8ae3db6cf1b69fbec11178f60a1056fe600f4a5,52.3667,4.899994
55179ba01a8fe3fe0d2982809bcc8e7d98ae70e4,30.456406,-97.6938
1265960dd0c6771d9ba2b5180250f4a05120c556,37.3394,-121.895004
6cc5805a53402f2178d9b6b79f83314dc99ded02,37.4178,-122.172
dc904985667771cbc859fab67bc78e449acc5e31,-12.043304,-77.0283
a5e8a79e65050dbda1d9ab4cfc109274ee629b14,42.324097,-83.7113
c883b73aaf2daca5640eb68201f4f3b9eadb7e5b,45.466705,9.199997
25e8648eafd8d40a4601ef0540742fa8d40a9039,-23.473297,-46.665802
cf70286a7f2e5b5f5f4efcbd90aa9be0b1a1515c,47.115997,-114.0498
dd31f9c57a6a046fa2ec786bfcd823d8b727137e,24.905594,67.0822
24e049a59bedfdddf869cb8cc3343daea93f1f9c,33.690002,73.0551
d0147dacf3979b5b0a084fbcb7ba083f1a6b4437,53.6167,-2.149994
0092d4bca3123cbf7c34274f79a2b759b4d3cbe6,34.0119,-118.4682
76f121ba535bc3dc7b3a470d4de1fc019b27bb1a,38.8817,-92.402
956a0862cbc97e1dc08754a89341b91bd0889acb,38.713898,-9.139404
d8f347302d0b006d9dfadca59a2ee9ded8039fc3,37.748398,-122.4156
61118f03ea713b0803c3722328b9e8105d303aa9,20.0,77.0
76bc580450e987b61e13b0f4d823bf968c0c3ba1,32.783096,-96.8067
97cac0522c18225131557428820ec987497c002c,41.899994,12.483307
1847f4a7be9a05e84466ff3842df7f44e0d81817,25.258194,55.304703
b1b331753def5c5bdc09897d87dccc026a737955,40.429306,-74.4203
ae5d0498c079deeee632edbf70bf3d1e14b0fc79,47.394897,8.6819
34bf9823ae2b329d709aa27e1ac0d7c8061a80b5,41.903793,-87.6757
f9002f295741dcdb3f8b31e7d3ab5f89bf384692,41.013596,28.955002
b1983bf7e47d9757aae2dab0d6ff1bdb43ad5665,40.399994,-3.6833038
4b6b81e8cf7b9fe111a34636b63aa0fd2c75516e,48.75,2.050003
11aedb7e7d0c6fdf56ff4ed3de8a4da8839b7bc1,18.975006,72.825806
c9d6aefe98d68e1ffc0ed6fe4b19a90ba4b01840,32.783096,-96.8067
da899014a7cd5114a430e8e37f3fb352f023065f,-23.473297,-46.665802
f8300f9c2772c971001fae16e1b2695e44f4f0cf,18.975006,72.825806
f9e207c564b5fd2321bbaa91d146066450421098,41.081406,-81.519
b147e5ae282822d21d4f0df4e8576e5bd5ce2d33,51.5,-0.13000488
8ee618699720a9a61f78dac00e7d086c4e4f18ce,39.739197,-104.9847
2db547a92e464e23f94664dd8c02f9638eb0ca93,38.0,-97.0
30a57aa523fc1fe55da83cf893776594c2317091,41.041306,-73.8567
702a15f6ad9a3f58c8e3654c821dc6a2b2461f9d,51.050003,3.7167053
e8e9940cb616786c3ba784fed3bd90123c7539f6,37.961395,23.6389
55da5f5fa9d90bb74306c0b01926c2fee05d642a,41.903793,-87.6757
a4e6955c11f03389fff9b5320b0deba94058d632,1.2931061,103.855804
e846c126ff93d2907be6d2ece95f3d3cdac51ae9,1.2931061,103.855804
8edf1f18176e0619da8bdeda391aca44084ef249,35.716705,140.65
